[INFO ] [2022-09-13 08:22:00,561] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-20 11:32:19,115] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-20 11:32:19,859] Register - Step 04: Enter to Email textbox with value is 'auto5668@hotmail.com'
[INFO ] [2022-09-20 11:32:20,163] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-20 11:32:20,354] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-20 11:32:20,545] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-20 11:32:22,719] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-20 11:32:22,797] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:32:22,797] Register - Step 09: Click to Logout link
[INFO ] [2022-09-20 11:32:23,739] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-20 11:32:24,681] Login - Step 02: Enter to Email textbox with value is 'auto5668@hotmail.com'
[INFO ] [2022-09-20 11:32:24,856] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-20 11:32:25,047] Login - Step 04: Click to Login button
[INFO ] [2022-09-20 11:32:25,898] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-20 11:32:25,979] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:32:25,989] Customer-Infor - Step 01: Navigate to 'Customer Info' page 
[INFO ] [2022-09-20 11:32:26,911] Customer-Infor - Step 02: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-20 11:32:26,986] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:32:26,986] Customer-Infor - Step 03: Verify 'First Name' value is correctly
[INFO ] [2022-09-20 11:32:27,044] Customer-Infor - Step 04: Verify 'Last Name' is correctly
[INFO ] [2022-09-20 11:32:27,107] Customer-Infor - Step 05: Verify 'Email' value is correctly
[INFO ] [2022-09-20 11:32:27,168] Customer-Infor - Step 06: Verify 'Day' value is correctly
[INFO ] [2022-09-20 11:32:27,231] Customer-Infor - Step 07: Verify 'Month' value is correctly
[INFO ] [2022-09-20 11:32:27,307] Customer-Infor - Step 08: Verify 'Year' value is correctly
[INFO ] [2022-09-20 11:47:16,908] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-20 11:47:17,763] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-20 11:47:17,954] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-20 11:47:18,682] Register - Step 04: Enter to Email textbox with value is 'auto6255@hotmail.com'
[INFO ] [2022-09-20 11:47:18,984] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-20 11:47:19,178] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-20 11:47:19,360] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-20 11:47:21,359] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-20 11:47:21,441] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:47:21,441] Register - Step 09: Click to Logout link
[INFO ] [2022-09-20 11:47:22,387] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-20 11:47:23,238] Login - Step 02: Enter to Email textbox with value is 'auto6255@hotmail.com'
[INFO ] [2022-09-20 11:47:23,434] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-20 11:47:23,606] Login - Step 04: Click to Login button
[INFO ] [2022-09-20 11:47:24,465] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-20 11:47:24,556] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:47:24,564] Customer-Infor - Step 01: Navigate to 'Customer Info' page 
[INFO ] [2022-09-20 11:47:25,295] Customer-Infor - Step 02: Verify 'Radio' value is displayed
[INFO ] [2022-09-20 11:47:25,381] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:47:25,382] Customer-Infor - Step 03: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-20 11:47:25,460] Customer-Infor - Step 04: Verify 'First Name' value is correctly
[INFO ] [2022-09-20 11:47:25,517] Customer-Infor - Step 05: Verify 'Last Name' is correctly
[INFO ] [2022-09-20 11:47:25,579] Customer-Infor - Step 06: Verify 'Email' value is correctly
[INFO ] [2022-09-20 11:47:25,642] Customer-Infor - Step 07: Verify 'Day' value is correctly
[INFO ] [2022-09-20 11:47:25,720] Customer-Infor - Step 08: Verify 'Month' value is correctly
[INFO ] [2022-09-20 11:47:25,797] Customer-Infor - Step 09: Verify 'Year' value is correctly
[INFO ] [2022-09-20 11:50:36,079] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-20 11:50:36,890] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-20 11:50:37,102] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-20 11:50:37,842] Register - Step 04: Enter to Email textbox with value is 'auto8642@hotmail.com'
[INFO ] [2022-09-20 11:50:38,143] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-20 11:50:38,334] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-20 11:50:38,518] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-20 11:50:40,505] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-20 11:50:40,601] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:50:40,601] Register - Step 09: Click to Logout link
[INFO ] [2022-09-20 11:50:41,558] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-20 11:50:42,417] Login - Step 02: Enter to Email textbox with value is 'auto8642@hotmail.com'
[INFO ] [2022-09-20 11:50:42,622] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-20 11:50:42,803] Login - Step 04: Click to Login button
[INFO ] [2022-09-20 11:50:43,678] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-20 11:50:43,754] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:50:43,762] Customer-Infor - Step 01: Navigate to 'Customer Info' page 
[INFO ] [2022-09-20 11:50:44,487] Customer-Infor - Step 02: Verify 'Radio' value is displayed
[INFO ] [2022-09-20 11:50:44,566] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:50:44,566] Customer-Infor - Step 03: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-20 11:50:44,644] Customer-Infor - Step 04: Verify 'First Name' value is correctly
[INFO ] [2022-09-20 11:50:44,703] Customer-Infor - Step 05: Verify 'Last Name' is correctly
[INFO ] [2022-09-20 11:50:44,765] Customer-Infor - Step 06: Verify 'Email' value is correctly
[INFO ] [2022-09-20 11:50:44,827] Customer-Infor - Step 07: Verify 'Day' value is correctly
[INFO ] [2022-09-20 11:50:44,905] Customer-Infor - Step 08: Verify 'Month' value is correctly
[INFO ] [2022-09-20 11:50:44,982] Customer-Infor - Step 09: Verify 'Year' value is correctly
[INFO ] [2022-09-20 11:58:18,833] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-20 11:58:20,114] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-20 11:58:20,331] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-20 11:58:21,224] Register - Step 04: Enter to Email textbox with value is 'auto9531@hotmail.com'
[INFO ] [2022-09-20 11:58:21,594] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-20 11:58:21,837] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-20 11:58:22,086] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-20 11:58:23,835] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-20 11:58:23,919] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:58:23,919] Register - Step 09: Click to Logout link
[INFO ] [2022-09-20 11:58:24,919] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-20 11:58:25,716] Login - Step 02: Enter to Email textbox with value is 'auto9531@hotmail.com'
[INFO ] [2022-09-20 11:58:25,946] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-20 11:58:26,177] Login - Step 04: Click to Login button
[INFO ] [2022-09-20 11:58:27,078] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-20 11:58:27,210] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:58:27,223] Customer-Infor - Step 01: Navigate to 'Customer Info' page 
[INFO ] [2022-09-20 11:58:27,997] Customer-Infor - Step 02: Verify 'Radio' value is displayed
[INFO ] [2022-09-20 11:58:28,121] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:58:28,121] Customer-Infor - Step 03: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-20 11:58:28,245] Customer-Infor - Step 04: Verify 'First Name' value is correctly
[INFO ] [2022-09-20 11:58:28,331] Customer-Infor - Step 05: Verify 'Last Name' is correctly
[INFO ] [2022-09-20 11:58:28,425] Customer-Infor - Step 06: Verify 'Email' value is correctly
[INFO ] [2022-09-20 11:58:28,519] Customer-Infor - Step 07: Verify 'Day' value is correctly
[INFO ] [2022-09-20 11:58:28,624] Customer-Infor - Step 08: Verify 'Month' value is correctly
[INFO ] [2022-09-20 11:58:28,726] Customer-Infor - Step 09: Verify 'Year' value is correctly
[INFO ] [2022-09-20 11:58:28,841] Customer-Infor - Step 03: Verify 'Checkbox' Newsletter is displayed
[INFO ] [2022-09-20 11:59:20,362] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-20 11:59:21,201] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-20 11:59:21,398] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-20 11:59:22,116] Register - Step 04: Enter to Email textbox with value is 'auto6238@hotmail.com'
[INFO ] [2022-09-20 11:59:22,413] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-20 11:59:22,586] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-20 11:59:22,780] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-20 11:59:24,751] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-20 11:59:24,832] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:59:24,832] Register - Step 09: Click to Logout link
[INFO ] [2022-09-20 11:59:25,920] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-20 11:59:26,862] Login - Step 02: Enter to Email textbox with value is 'auto6238@hotmail.com'
[INFO ] [2022-09-20 11:59:27,050] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-20 11:59:27,226] Login - Step 04: Click to Login button
[INFO ] [2022-09-20 11:59:28,173] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-20 11:59:28,277] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:59:28,291] Customer-Infor - Step 01: Navigate to 'Customer Info' page 
[INFO ] [2022-09-20 11:59:29,053] Customer-Infor - Step 02: Verify 'Radio' value is displayed
[INFO ] [2022-09-20 11:59:29,165] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 11:59:29,166] Customer-Infor - Step 03: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-20 11:59:29,260] Customer-Infor - Step 04: Verify 'First Name' value is correctly
[INFO ] [2022-09-20 11:59:29,317] Customer-Infor - Step 05: Verify 'Last Name' is correctly
[INFO ] [2022-09-20 11:59:29,380] Customer-Infor - Step 06: Verify 'Email' value is correctly
[INFO ] [2022-09-20 11:59:29,442] Customer-Infor - Step 07: Verify 'Day' value is correctly
[INFO ] [2022-09-20 11:59:29,506] Customer-Infor - Step 08: Verify 'Month' value is correctly
[INFO ] [2022-09-20 11:59:29,567] Customer-Infor - Step 09: Verify 'Year' value is correctly
[INFO ] [2022-09-20 11:59:29,647] Customer-Infor - Step 10: Verify 'Checkbox' Newsletter is displayed
[INFO ] [2022-09-20 12:05:18,019] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-20 12:05:18,832] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-20 12:05:19,027] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-20 12:05:19,751] Register - Step 04: Enter to Email textbox with value is 'auto2381@hotmail.com'
[INFO ] [2022-09-20 12:05:20,034] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-20 12:05:20,252] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-20 12:05:20,441] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-20 12:05:22,380] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-20 12:05:22,469] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 12:05:22,469] Register - Step 09: Click to Logout link
[INFO ] [2022-09-20 12:05:23,410] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-20 12:05:24,279] Login - Step 02: Enter to Email textbox with value is 'auto2381@hotmail.com'
[INFO ] [2022-09-20 12:05:24,476] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-20 12:05:24,651] Login - Step 04: Click to Login button
[INFO ] [2022-09-20 12:05:25,481] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-20 12:05:25,563] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 12:05:25,573] Customer-Infor - Step 01: Navigate to 'Customer Info' page 
[INFO ] [2022-09-20 12:05:26,283] Customer-Infor - Step 02: Verify 'Radio' value is displayed
[INFO ] [2022-09-20 12:05:26,369] -------------------------PASSED--------------------------
[INFO ] [2022-09-20 12:05:26,369] Customer-Infor - Step 03: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-20 12:05:26,460] Customer-Infor - Step 04: Verify 'First Name' value is correctly
[INFO ] [2022-09-20 12:05:26,519] Customer-Infor - Step 05: Verify 'Last Name' is correctly
[INFO ] [2022-09-20 12:05:26,582] Customer-Infor - Step 06: Verify 'Email' value is correctly
[INFO ] [2022-09-20 12:05:26,645] Customer-Infor - Step 07: Verify 'Day' value is correctly
[INFO ] [2022-09-20 12:05:26,722] Customer-Infor - Step 08: Verify 'Month' value is correctly
[INFO ] [2022-09-20 12:05:26,801] Customer-Infor - Step 09: Verify 'Year' value is correctly
[INFO ] [2022-09-20 12:05:26,863] Customer-Infor - Step 10: Verify 'Checkbox' Newsletter is displayed
[INFO ] [2022-09-28 05:33:59,131] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-28 05:33:59,929] Register - Step 02: Enter to Fistname textbox with value is 'Automation'
[INFO ] [2022-09-28 05:34:00,107] Register - Step 03: Enter to Lastname textbox with value is 'Testing'
[INFO ] [2022-09-28 05:34:00,823] Register - Step 04: Enter to Email textbox with value is 'auto2777@hotmail.com'
[INFO ] [2022-09-28 05:34:01,120] Register - Step 05: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-28 05:34:01,308] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[INFO ] [2022-09-28 05:34:01,482] Register - Step 07: Click to 'Register' button
[INFO ] [2022-09-28 05:34:03,378] Register - Step 08: Verify Register success message is displayed
[INFO ] [2022-09-28 05:34:03,475] -------------------------PASSED--------------------------
[INFO ] [2022-09-28 05:34:03,475] Register - Step 09: Click to Logout link
[INFO ] [2022-09-28 05:34:04,391] Login - Step 01: Navigate to 'Login' page
[INFO ] [2022-09-28 05:34:04,984] Login - Step 02: Enter to Email textbox with value is 'auto2777@hotmail.com'
[INFO ] [2022-09-28 05:34:05,158] Login - Step 03: Enter to Password textbox with value is '123456'
[INFO ] [2022-09-28 05:34:05,325] Login - Step 04: Click to Login button
[INFO ] [2022-09-28 05:34:06,207] Login - Step 05: Verify 'My Account' link is displayed
[INFO ] [2022-09-28 05:34:06,311] -------------------------PASSED--------------------------
[INFO ] [2022-09-28 05:34:06,321] Customer-Infor - Step 01: Navigate to 'Customer Info' page 
[INFO ] [2022-09-28 05:34:06,930] Customer-Infor - Step 02: Verify 'Customer Info' page is displayed
[INFO ] [2022-09-28 05:34:07,014] -------------------------PASSED--------------------------
[INFO ] [2022-09-28 05:34:07,014] Customer-Infor - Step 03: Verify 'Radio' value is displayed
[INFO ] [2022-09-28 05:34:07,093] Customer-Infor - Step 04: Verify 'First Name' value is correctly
[INFO ] [2022-09-28 05:34:07,150] Customer-Infor - Step 05: Verify 'Last Name' is correctly
[INFO ] [2022-09-28 05:34:07,227] Customer-Infor - Step 06: Verify 'Email' value is correctly
[INFO ] [2022-09-28 05:34:07,290] Customer-Infor - Step 07: Verify 'Day' value is correctly
[INFO ] [2022-09-28 05:34:07,351] Customer-Infor - Step 08: Verify 'Month' value is correctly
[INFO ] [2022-09-28 05:34:07,416] Customer-Infor - Step 09: Verify 'Year' value is correctly
[INFO ] [2022-09-28 05:34:07,494] Customer-Infor - Step 10: Verify 'Checkbox' Newsletter is displayed
[INFO ] [2022-09-28 05:34:07,579] OS name = windows 10
[INFO ] [2022-09-28 05:34:07,579] Driver instance name = chromedriver: chrome on windows (0b6922d41eda21b2d9c43932ced74a42)
[INFO ] [2022-09-28 06:56:38,083] Admin - Step 01: Enter to Username textbox with value is 'automationfc'
[INFO ] [2022-09-28 06:56:38,492] Admin - Step 02: Enter to Password textbox with value is 'automationfc'
[INFO ] [2022-09-28 06:56:38,712] Admin - Step 03: Click to Login button
[INFO ] [2022-09-28 06:56:41,555] Create_Post - Step 01: Click to 'Posts' menu link
[INFO ] [2022-09-28 06:56:43,076] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-09-28 06:56:43,085] Create_Post - Step 03: Click to 'Add new' button
[INFO ] [2022-09-28 06:56:46,597] Create_Post - Step 04: Enter to post title
[INFO ] [2022-09-28 06:56:48,602] Create_Post - Step 05: Enter to post body
[INFO ] [2022-09-28 06:56:51,133] Create_Post - Step 06: Click to 'Publish' button
[INFO ] [2022-09-28 06:56:51,837] Create_Post - Step 07: Verify 'Post published.' message is displayed
[INFO ] [2022-09-28 06:56:53,363] -------------------------PASSED--------------------------
[INFO ] [2022-09-28 06:56:53,489] Search_Post - Step 01: Open 'Search Post' page
[INFO ] [2022-09-28 06:56:54,791] OS name = windows 10
[INFO ] [2022-09-28 06:56:54,791] Driver instance name = chromedriver: chrome on windows (540c5a260ed3d704c1ab9002bb79582c)
[INFO ] [2022-09-28 06:59:48,854] Admin - Step 01: Enter to Username textbox with value is 'automationfc'
[INFO ] [2022-09-28 06:59:49,326] Admin - Step 02: Enter to Password textbox with value is 'automationfc'
[INFO ] [2022-09-28 06:59:49,857] Admin - Step 03: Click to Login button
[INFO ] [2022-09-28 06:59:57,010] Create_Post - Step 01: Click to 'Posts' menu link
[INFO ] [2022-09-28 06:59:59,861] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-09-28 06:59:59,872] Create_Post - Step 03: Click to 'Add new' button
[INFO ] [2022-09-28 07:00:12,809] Create_Post - Step 04: Enter to post title
[INFO ] [2022-09-28 07:00:15,840] Create_Post - Step 05: Enter to post body
[INFO ] [2022-09-28 07:00:19,540] Create_Post - Step 06: Click to 'Publish' button
[INFO ] [2022-09-28 07:00:20,486] Create_Post - Step 07: Verify 'Post published.' message is displayed
[INFO ] [2022-09-28 07:00:22,865] -------------------------PASSED--------------------------
[INFO ] [2022-09-28 07:00:23,130] Search_Post - Step 01: Open 'Search Post' page
[INFO ] [2022-09-28 07:00:25,024] OS name = windows 10
[INFO ] [2022-09-28 07:00:25,024] Driver instance name = chromedriver: chrome on windows (a3a6510a0427d59f969b19250a63cad6)
[INFO ] [2022-09-29 08:37:09,562] Pre-condition - Step 01: Open browser and Admin site
[INFO ] [2022-09-29 08:37:15,086] OS name = windows 10
[INFO ] [2022-09-29 08:37:15,086] Driver instance name = chromedriver: chrome on windows (62f9ce28c4a7b98aaf4cd4672ceea1e7)
[INFO ] [2022-09-29 08:37:37,524] Pre-condition - Step 01: Open browser and Admin site
[INFO ] [2022-09-29 08:37:43,425] Pre-condition - Step 02: Enter to Username textbox with value is 'automationfc'
[INFO ] [2022-09-29 08:37:43,827] Pre-condition - Step 03: Enter to Password textbox with value is 'automationfc'
[INFO ] [2022-09-29 08:37:44,036] Pre-condition - Step 04: Click to Login button
[INFO ] [2022-09-29 08:37:47,722] Create_Post - Step 01: Click to 'Posts' menu link
[INFO ] [2022-09-29 08:37:49,177] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-09-29 08:37:49,187] Create_Post - Step 03: Click to 'Add new' button
[INFO ] [2022-09-29 08:37:52,275] Create_Post - Step 04: Enter to post title
[INFO ] [2022-09-29 08:37:54,484] Create_Post - Step 05: Enter to post body
[INFO ] [2022-09-29 08:37:57,217] Create_Post - Step 06: Click to 'Publish' button
[INFO ] [2022-09-29 08:37:57,706] Create_Post - Step 07: Verify 'Post published.' message is displayed
[INFO ] [2022-09-29 08:37:59,487] -------------------------PASSED--------------------------
[INFO ] [2022-09-29 08:37:59,621] OS name = windows 10
[INFO ] [2022-09-29 08:37:59,621] Driver instance name = chromedriver: chrome on windows (200bd14075f831ea83d5a09915d81fe0)
[INFO ] [2022-09-29 09:31:28,128] Pre-condition - Step 01: Open browser and Admin site
[INFO ] [2022-09-29 09:31:33,970] Pre-condition - Step 02: Enter to Username textbox with value is 'automationfc'
[INFO ] [2022-09-29 09:31:34,352] Pre-condition - Step 03: Enter to Password textbox with value is 'automationfc'
[INFO ] [2022-09-29 09:31:34,567] Pre-condition - Step 04: Click to Login button
[INFO ] [2022-09-29 09:31:37,400] Create_Post - Step 01: Click to 'Posts' menu link
[INFO ] [2022-09-29 09:31:38,922] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-09-29 09:31:38,932] Create_Post - Step 03: Click to 'Add new' button
[INFO ] [2022-09-29 09:31:42,157] Create_Post - Step 04: Enter to post title
[INFO ] [2022-09-29 09:31:44,224] Create_Post - Step 05: Enter to post body
[INFO ] [2022-09-29 09:31:46,878] Create_Post - Step 06: Click to 'Publish' button
[INFO ] [2022-09-29 09:31:47,858] Create_Post - Step 07: Verify 'Post published.' message is displayed
[INFO ] [2022-09-29 09:31:49,313] -------------------------PASSED--------------------------
[INFO ] [2022-09-29 09:31:49,458] Search_Post - Step 01: Open 'Search Post' page
[INFO ] [2022-09-29 09:31:50,776] Search_Post - Step 02: Input to Search textbox
[INFO ] [2022-09-29 09:31:51,065] Search_Post - Step 03: Click to 'Search Posts' button
[INFO ] [2022-09-29 09:32:21,522] OS name = windows 10
[INFO ] [2022-09-29 09:32:21,522] Driver instance name = chromedriver: chrome on windows (5ef9e30591b9512b813ee1d4675bd468)
[INFO ] [2022-09-29 09:32:21,531] no such window: target window already closed
from unknown error: web view not found
  (Session info: chrome=105.0.5195.127)
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'LENOVO-PC', ip: '192.168.1.209', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '1.8.0_271'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: true, browserName: chrome, browserVersion: 105.0.5195.127, chrome: {chromedriverVersion: 105.0.5195.52 (412c95e51883..., userDataDir: C:\Users\Lenovo\AppData\Loc...}, goog:chromeOptions: {debuggerAddress: localhost:63053}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:virtualAuthenticators: true}
Session ID: 5ef9e30591b9512b813ee1d4675bd468
[INFO ] [2022-09-29 09:33:18,170] Pre-condition - Step 01: Open browser and Admin site
[INFO ] [2022-09-29 09:33:23,708] Pre-condition - Step 02: Enter to Username textbox with value is 'automationfc'
[INFO ] [2022-09-29 09:33:24,061] Pre-condition - Step 03: Enter to Password textbox with value is 'automationfc'
[INFO ] [2022-09-29 09:33:24,285] Pre-condition - Step 04: Click to Login button
[INFO ] [2022-09-29 09:33:26,800] Create_Post - Step 01: Click to 'Posts' menu link
[INFO ] [2022-09-29 09:33:28,230] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-09-29 09:33:28,240] Create_Post - Step 03: Click to 'Add new' button
[INFO ] [2022-09-29 09:33:31,345] Create_Post - Step 04: Enter to post title
[INFO ] [2022-09-29 09:33:33,431] Create_Post - Step 05: Enter to post body
[INFO ] [2022-09-29 09:33:36,097] Create_Post - Step 06: Click to 'Publish' button
[INFO ] [2022-09-29 09:33:36,692] Create_Post - Step 07: Verify 'Post published.' message is displayed
[INFO ] [2022-09-29 09:33:38,466] -------------------------PASSED--------------------------
[INFO ] [2022-09-29 09:33:38,634] Search_Post - Step 01: Open 'Search Post' page
[INFO ] [2022-09-29 09:33:39,940] Search_Post - Step 02: Input to Search textbox
[INFO ] [2022-09-29 09:33:40,265] Search_Post - Step 03: Click to 'Search Posts' button
[INFO ] [2022-09-29 09:33:42,548] Search_Post - Step 05: Verify Post title is displayed
[INFO ] [2022-09-29 09:33:42,672] -------------------------PASSED--------------------------
[INFO ] [2022-09-29 09:33:42,672] Search_Post - Step 06: Verify Post author is displayed
[INFO ] [2022-09-29 09:33:42,766] -------------------------PASSED--------------------------
[INFO ] [2022-09-29 09:33:42,766] Search_Post - Step 07: Open browser and End User site
[INFO ] [2022-09-29 09:33:44,133] Search_Post - Step 08: Verify Post title is displayed at Home page
[INFO ] [2022-09-29 09:33:44,221] -------------------------PASSED--------------------------
[INFO ] [2022-09-29 09:33:44,221] Search_Post - Step 09: Verify Post current day is displayed at Home page
[INFO ] [2022-09-29 09:33:44,301] -------------------------PASSED--------------------------
[INFO ] [2022-09-29 09:33:44,302] Search_Post - Step 10: Verify Post body is displayed at Home page
[INFO ] [2022-09-29 09:34:14,391] OS name = windows 10
[INFO ] [2022-09-29 09:34:14,392] Driver instance name = chromedriver: chrome on windows (034029fd8388a5612c60d69b8c52e0ae)
[INFO ] [2022-09-29 09:39:48,158] Pre-condition - Step 01: Open browser and Admin site
[INFO ] [2022-09-29 09:39:54,578] Pre-condition - Step 02: Enter to Username textbox with value is 'automationfc'
[INFO ] [2022-09-29 09:39:54,929] Pre-condition - Step 03: Enter to Password textbox with value is 'automationfc'
[INFO ] [2022-09-29 09:39:55,146] Pre-condition - Step 04: Click to Login button
[INFO ] [2022-09-29 09:39:57,607] Create_Post - Step 01: Click to 'Posts' menu link
[INFO ] [2022-09-29 09:39:59,907] Create_Post - Step 02: Get 'Search Posts' page Url
[INFO ] [2022-09-29 09:39:59,916] Create_Post - Step 03: Click to 'Add new' button
[INFO ] [2022-09-29 09:40:02,996] Create_Post - Step 04: Enter to post title
[INFO ] [2022-09-29 09:40:04,982] Create_Post - Step 05: Enter to post body
[INFO ] [2022-09-29 09:40:07,575] Create_Post - Step 06: Click to 'Publish' button
[INFO ] [2022-09-29 09:40:08,183] Create_Post - Step 07: Verify 'Post published.' message is displayed
[INFO ] [2022-09-29 09:40:09,724] -------------------------PASSED--------------------------
[INFO ] [2022-09-29 09:40:09,847] Search_Post - Step 01: Open 'Search Post' page
[INFO ] [2022-09-29 09:40:11,148] Search_Post - Step 02: Input to Search textbox
[INFO ] [2022-09-29 09:40:11,437] Search_Post - Step 03: Click to 'Search Posts' button
[INFO ] [2022-09-29 09:40:13,527] Search_Post - Step 04: Verify Post title is displayed
[INFO ] [2022-09-29 09:40:13,655] -------------------------PASSED--------------------------
